source,line,symbol,phase_hint,family,task,file_sha256
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UObject.cpp,358,Bind_UObject_Operations,ExplicitBindings,ObjectsReflection,5.4,660270d407ac4f969eb7ec322cad92ad6d2a1dc9f7969d82056361c6ca88a365
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UPackage.cpp,13,Bind_UPackage,ExplicitBindings,ObjectsReflection,5.4,e969628622d60433d27f9fa336b5c51953d5c10c411ad2f1f1c43e456e68bd7c
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UPoseableMeshComponent.cpp,22,Bind_UPoseableMeshComponent,ExplicitBindings,EngineGameplay,5.5,5a621b06ccdba57cf42861ca680101c646a2ba6b132d4e600fc295120beafa9c
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UPrimitiveComponent.cpp,37,Bind_UPrimitiveComponent,ExplicitBindings,EngineGameplay,5.5,643d272b0770a18d0f6da00e304c8ccc290ad7521353619e778080fd46794701
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UProjectileMovementComponent.cpp,24,Bind_UProjectileMovementComponent,ExplicitBindings,EngineGameplay,5.5,dc297ad13dda53d45f2d0a4781facb4fe6b154e025ff0f717d5f233a7f3572ad
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_USceneComponent.cpp,41,Bind_USceneComponent,ExplicitBindings,EngineGameplay,5.5,030655e622c8b7fa0268d4a1a3cc169d40d6f6a90226c143a5bd633de2dca066
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_USceneComponent.cpp,87,Bind_FScopedMovementUpdate_TypeInfrastructure,TypeDeclarations,EngineGameplay,5.5,030655e622c8b7fa0268d4a1a3cc169d40d6f6a90226c143a5bd633de2dca066
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_USkeletalMeshComponent.cpp,18,Bind_USkeletalMeshComponent,ExplicitBindings,EngineGameplay,5.5,096fc7409b951cae70a3961fa588f32652427b707845e2d69a46960e957ab31d
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_USkinnedMeshComponent.cpp,16,Bind_USkinnedMeshComponent,ExplicitBindings,EngineGameplay,5.5,1f23a0c4025d77a12e9128ff30c676479f87a2eccb9d6033a90c3995ba8f5659
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UStruct.cpp,242,Bind_UStruct_TypeDeclarations,TypeDeclarations,ObjectsReflection,5.4,eaaa052e62c6e3762ca1e67fd28d74481e9d025b7b02564af8793e668423cd3a
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UStruct.cpp,270,Bind_UStruct_TypeInfrastructure,TypeInfrastructure,ObjectsReflection,5.4,eaaa052e62c6e3762ca1e67fd28d74481e9d025b7b02564af8793e668423cd3a
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UStruct.cpp,284,Bind_UStruct_ReflectionBindings,ReflectionBindings,ObjectsReflection,5.4,eaaa052e62c6e3762ca1e67fd28d74481e9d025b7b02564af8793e668423cd3a
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UStruct.cpp,501,Bind_UStruct_TypeDeclarations,TypeDeclarations,ObjectsReflection,5.4,eaaa052e62c6e3762ca1e67fd28d74481e9d025b7b02564af8793e668423cd3a
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UStruct.cpp,526,Bind_UStruct_TypeInfrastructure,TypeInfrastructure,ObjectsReflection,5.4,eaaa052e62c6e3762ca1e67fd28d74481e9d025b7b02564af8793e668423cd3a
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UStruct.cpp,541,Bind_UStruct_ReflectionBindings,ReflectionBindings,ObjectsReflection,5.4,eaaa052e62c6e3762ca1e67fd28d74481e9d025b7b02564af8793e668423cd3a
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UUserWidget.cpp,90,Bind_UUserWidget,ExplicitBindings,EngineGameplay,5.5,fd17e313ee74b1570de382600419cb488d12829282771d28e11f671b3d7dc54e
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UWorld.cpp,123,Bind_WorldType,TypeDeclarations,EngineGameplay,5.5,80f5127db3a9ce22d029d0eab948ff87f85658e262dcd74997b8282b824c6187
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UWorld.cpp,139,Bind_NetMode,TypeDeclarations,EngineGameplay,5.5,80f5127db3a9ce22d029d0eab948ff87f85658e262dcd74997b8282b824c6187
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_UWorld.cpp,152,Bind_World,ExplicitBindings,EngineGameplay,5.5,80f5127db3a9ce22d029d0eab948ff87f85658e262dcd74997b8282b824c6187
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_WorldCollision.cpp,576,Bind_WorldCollision_TypeDeclarations,TypeDeclarations,EngineGameplay,5.5,5ea510962b7b699bc43eb7481c92fdc47a91559d12c70c7e40bc3c28e958e98e
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_WorldCollision.cpp,587,Bind_WorldCollision_TypeInfrastructure,TypeInfrastructure,EngineGameplay,5.5,5ea510962b7b699bc43eb7481c92fdc47a91559d12c70c7e40bc3c28e958e98e
Plugins/Angelscript/Source/AngelscriptRuntime/Binds/Bind_WorldCollision.cpp,597,Bind_WorldCollision_ManualBindings,ExplicitBindings,EngineGameplay,5.5,5ea510962b7b699bc43eb7481c92fdc47a91559d12c70c7e40bc3c28e958e98e
Plugins/Angelscript/Source/AngelscriptRuntime/Core/AngelscriptBinds.cpp,613,Bind_DirectBindArchitectureProbe,Finalization,EngineServices,5.6,3802a9abf9c41b428420e1858ea2e4aaf22624438dc559dd79ff31fc4391c527
Plugins/Angelscript/Source/AngelscriptRuntime/Core/AngelscriptSkipBinds.cpp,30,Bind_Skip,ExplicitBindings,EngineServices,5.6,c54ab06146f4d5e709575e9e25f1c538738395137e34f8f99efcc86eaa755fcf
Plugins/Angelscript/Source/AngelscriptRuntime/Testing/AngelscriptTest.cpp,388,Bind_AngelscriptTest,ExplicitBindings,EngineServices,5.6,fb330705ab4ce2417bea9e0efe5328e2f24188dbff5386e96f1ebf389fcbe3da
Plugins/Angelscript/Source/AngelscriptRuntime/Testing/AngelscriptTestSuite.cpp,175,Bind_AngelscriptScriptTestSuite,ExplicitBindings,EngineServices,5.6,a6e6fe8deff9c325ce84939930f297d64d07354f008f4bd662c68f6e7421b558
